AÅŸÄ±labilir Engel Seviyesi,Aşılabilir Engel Seviyesi,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¼Ã§ (Watt),Güç (Watt),HaritalandÄ±rma,Haritalandırma,Hazne Kapasitesi,Ses Seviyesi,Uygulama Ãœzerinden Kontrol,Uygulama Üzerinden Kontrol,Yer Silme Ã–zelliÄŸi,Yer Silme Özelliği,Ã–zellik,Ã‡alÄ±ÅŸma Modu SayÄ±sÄ±,ÅžarjlÄ± KullanÄ±m SÃ¼resi,Çalışma Modu Sayısı,Özellik,Şarjlı Kullanım Süresi,url,price
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777743503?boutiqueId=61&merchantId=409995,34.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857431?boutiqueId=61&merchantId=409995,28.499 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,71 Dba - 80 Dba,,Var,,Yok,,,,,,,https://www.trendyol.com//hiking/yeni-nesil-hiking-hpl-13-cop-kovali-robot-supurge-hiking-turkiye-beyaz-p-758058880?boutiqueId=61&merchantId=419321,10.400 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,2201 - 2400 Watt,,Lazer (LIDAR + SLAM),500-1000 L,31 Dba - 40 Dba,,Var,,Yok,,,,3+,,60 - 120 dk,https://www.trendyol.com//mamibot/w120-t-pencere-temizleme-robotu-vakum-p-341321543?boutiqueId=61&merchantId=122175,"16.788,90 TL"
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856306?boutiqueId=61&merchantId=409995,27.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Yok,,Var,,,,1,Robot,120 dk ve üzeri,https://www.trendyol.com//tecbot/m1-4in1-akilli-robot-supurge-p-220060983?boutiqueId=61&merchantId=539952,9.400 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,41 Dba - 50 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//elexo/zk901-islak-kuru-lidar-sensorlu-robot-supurge-p-131445750?boutiqueId=61&merchantId=132763,9.300 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,2000 W ve altı,,Lazer (LIDAR + SLAM),500-1000 L,61 Dba - 70 Dba,,Var,,Yok,,,,,,60 - 120 dk,https://www.trendyol.com//senya/elektrikli-supurge-robotu-paspas-my-little-robot-sycn-vc009-wifi-uzerinden-baglanir-p-780252039?boutiqueId=61&merchantId=262598,15.285 TL
,,2 YÄ±l,,Ä°thalatÃ§Ä± Garantili,0 - 250 Watt,,Lazer (LIDAR + SLAM),,,61 Dba - 70 Dba,,,,,Robot,,,,,,https://www.trendyol.com//viomi/viomi-v2-vacuum-cleaner-lazer-sensor-akilli-robot-supurge-p-34137742?boutiqueId=61&merchantId=541935,11.742 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777743456?boutiqueId=61&merchantId=409995,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777743433?boutiqueId=61&merchantId=409995,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858934?boutiqueId=61&merchantId=409995,9.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858893?boutiqueId=61&merchantId=409995,9.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-siyah-robot-supurge-4000-pa-0-35-litre-siyah-14-76-v-p-756845618?boutiqueId=61&merchantId=109514,15.750 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025401?boutiqueId=61&merchantId=409995,21.999 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//hellove/isme-ozel-etiket-mop-2-lite-xiaomi-cicekli-robot-supurge-siyah-dekoratif-supurge-sticker-p-641788809?boutiqueId=61&merchantId=116512,"199,89 TL"
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//hellove/cicekli-robot-supurge-etiketi-xiaomi-robot-vacuum-mop-essential-siyah-dekoratif-supurge-sticker-p-376451810?boutiqueId=61&merchantId=116512,"199,89 TL"
,1 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,1,,,https://www.trendyol.com//polhammobile/polham-cam-pencere-ve-fayans-yuzey-temizleme-robotu-ev-ofis-rezidanslar-icin-cam-silme-robotu-p-474803032?boutiqueId=61&merchantId=761434,6.758 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,90 Dba Üstü,,Var,,Yok,,,,,,,https://www.trendyol.com//luxell/fast-fryer-xl-fritoz-black-gold-5-5-litre-air-fryer-fastcook-colour-series-p-720614465?boutiqueId=61&merchantId=190996,3.711 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//next/pro-maid-x8-akilli-robot-supurge-p-449653600?boutiqueId=61&merchantId=391690,6.910 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,2200 W,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//coofbe/cam-pencere-ve-fayans-yuzey-temizleme-robotu-ev-ofis-rezidanslar-icin-cam-silme-robotu-p-347123639?boutiqueId=61&merchantId=761715,6.758 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,2200 W,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//coofbe/cam-pencere-ve-fayans-yuzey-temizleme-robotu-ev-ofis-rezidanslar-icin-cam-silme-robotu-p-346762853?boutiqueId=61&merchantId=761715,6.758 TL
,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//ebohcaci/temizlik-robotu-fayans-cam-sil-spreyli-telefon-kontrol-p-411918457?boutiqueId=61&merchantId=327668,"8.599,90 TL"
,2 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,5 Dba - 10 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//redline/rebored-g2-robot-supurge-p-119474028?boutiqueId=61&merchantId=143493,11.750 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,31 Dba - 40 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/evrekala-shop-robot-supurge-islak-kuru-tum-zeminleri-silme-supurme-yetkili-satici-evrekala-p-762628230?boutiqueId=61&merchantId=109514,"24.299,79 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/aqua-premium-islak-ve-kuru-temizlik-robotu-guclu-4000-pa-emis-gucu-360-lazer-navigasyon-p-782488764?boutiqueId=61&merchantId=825207,26.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778031294?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022479?boutiqueId=61&merchantId=409995,21.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/3000-serisi-aqua-robot-supurge-beyaz-p-762672139?boutiqueId=61&merchantId=409995,21.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/ozel-seri-3000-serisi-aqua-robot-supurge-beyaz-p-762672024?boutiqueId=61&merchantId=409995,21.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/homerun-7000-serisi-beyaz-islak-kuru-robot-supurge-5000-pa-titresimli-mop-sert-zemin-ve-hali-p-781944526?boutiqueId=61&merchantId=455417,"29.854,11 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-islak-ve-kuru-titresimli-premium-robot-supurge-beyaz-gold-p-771521636?boutiqueId=61&merchantId=825207,33.160 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,2200 W,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,0 - 30 dk,https://www.trendyol.com//polhammobile/polham-cam-pencere-ve-fayans-yuzey-temizleme-robotu-ev-ofis-rezidanslar-icin-cam-silme-robotu-p-368689505?boutiqueId=61&merchantId=761434,6.758 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778031362?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777744080?boutiqueId=61&merchantId=409995,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-778021282?boutiqueId=61&merchantId=409995,21.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856522?boutiqueId=61&merchantId=409995,29.499 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-premium-beyaz-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-769590719?boutiqueId=61&merchantId=197550,18.599 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,31 Dba - 40 Dba,,Var,,Var,,,,1,Robot,,https://www.trendyol.com//tukailai/tukailai-robot-supurge-wi-fi-app-kontrolu-p-768012417?boutiqueId=61&merchantId=262598,9.237 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,,https://www.trendyol.com//thamtu/g2-silme-fonksiyonlu-robot-supurge-p-767148113?boutiqueId=61&merchantId=262598,11.692 TL
,2 cm,,2 Yıl,,,1001 - 1500 Watt,,Lazer (LIDAR + SLAM),250-500 L,21 Dba - 30 Dba,,Var,,Yok,,,,,,,https://www.trendyol.com//peak-shine/te-sv-18-li-solo-akulu-dikey-supurge-p-741693176?boutiqueId=61&merchantId=604741,8.300 TL
,2 cm,,2 Yıl,,,1001 - 1500 Watt,,Lazer (LIDAR + SLAM),250-500 L,5 Dba - 10 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//peak-shine/hf910h-011-hf9-sarjli-dikey-supurge-p-723092632?boutiqueId=61&merchantId=128520,12.999 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//hellove/supurge-sticker-mop-2-lite-xiaomi-robot-supurge-siyah-dekoratif-supurge-sticker-p-641791504?boutiqueId=61&merchantId=116512,"199,89 TL"
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2-pro-plus-beyaz-yuzey-sticker-cizilme-onleyici-etiket-maskeleyic-p-467497149?boutiqueId=61&merchantId=116512,"199,89 TL"
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//hellove/sticker-etiket-supurge-koruyucu-xiaomi-mop-essential-beyaz-yuzey-sticker-cizilme-onleyici-etiket-p-389446843?boutiqueId=61&merchantId=116512,"199,89 TL"
,1 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Yok,0-250 L,51 Dba - 60 Dba,,Yok,,Var,,,,1,Robot,0 - 30 dk,https://www.trendyol.com//ezere/cam-pencere-temizleme-robotu-cam-silme-fayans-yuzey-temizleme-robotu-beyaz-p-478193435?boutiqueId=61&merchantId=761715,7.161 TL
,4+ cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,11 Dba - 20 Dba,,Yok,,Var,,,,,,,https://www.trendyol.com//nikadu/cam-pencere-temizleme-robotu-cam-silme-fayans-yuzey-temizleme-robotu-p-757296220?boutiqueId=61&merchantId=801276,"6.451,21 TL"
,3 cm,,3 Yıl,İthalatçı Garantili,,1501 - 2200 Watt,,Yok,0-250 L,5 Dba - 10 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//robokit/xiaomi-1c-vacuum-styj02ym-mop-2-li-hepa-filtre-uyumlu-p-271499898?boutiqueId=61&merchantId=192180,"159,90 TL"
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778026650?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747697?boutiqueId=61&merchantId=409995,32.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857191?boutiqueId=61&merchantId=409995,"29.999,99 TL"
,3 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,81 Dba - 90 Dba,,Var,,Var,,,,,Robot,,https://www.trendyol.com//viomi/se-vacuum-lazer-sensor-robot-supurge-ve-paspas-guncel-dijital-garantili-p-76196124?boutiqueId=61&merchantId=455417,"15.044,11 TL"
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025515?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747750?boutiqueId=61&merchantId=409995,32.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778031920?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778031697?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777748348?boutiqueId=61&merchantId=409995,32.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777744354?boutiqueId=61&merchantId=409995,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858936?boutiqueId=61&merchantId=409995,9.999 TL
2 cm,,2 YÄ±l,,Ä°thalatÃ§Ä± Garantili,0 - 250 Watt,,Lazer (LIDAR + SLAM),,1500+ L,61 Dba - 70 Dba,Var,,Var,,Robot,3+,120 dk ve Ã¼zeri,,,,https://www.trendyol.com//imilab/v1-akilli-toz-bosaltma-uniteli-robot-supurge-genpa-garanti-li-p-166706423?boutiqueId=61&merchantId=195875,"18.999,99 TL"
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777746008?boutiqueId=61&merchantId=409995,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777745091?boutiqueId=61&merchantId=409995,36.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777744917?boutiqueId=61&merchantId=409995,36.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777744840?boutiqueId=61&merchantId=409995,36.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777744657?boutiqueId=61&merchantId=409995,36.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/evrekala-shop-islak-kuru-robot-supurge-philips-lazer-teknolojisi-230-dk-yetkili-satici-evrekala-new-p-766508120?boutiqueId=61&merchantId=495689,"24.814,90 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//philips/homerun-3000-serisi-islak-kuru-lazer-haritalandirma-yuksek-emis-gucu-robot-supurge-beyaz-p-781219520?boutiqueId=61&merchantId=881452,21.799 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778030530?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022294?boutiqueId=61&merchantId=409995,21.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777748214?boutiqueId=61&merchantId=409995,32.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/7000-seris-islak-ve-kuru-robot-supurge-p-762676580?boutiqueId=61&merchantId=409995,29.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777743924?boutiqueId=61&merchantId=409995,37.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//philips/islak-kuru-ozellikli-ozel-seri-robot-supurge-p-762372608?boutiqueId=61&merchantId=409995,22.999 TL
,2 cm,,2 Yıl,,,2000 W ve altı,,Lazer (LIDAR + SLAM),1500+ L,51 Dba - 60 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//philips/xu3110-02-homerun-3100-serisi-islak-kuru-robot-supurge-beyaz-p-767082196?boutiqueId=61&merchantId=530549,24.899 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/aqua-islak-ve-kuru-temizlik-robotu-guclu-4000-pa-emis-gucu-360-lazer-navigasyon-premium-versiyon-p-782544857?boutiqueId=61&merchantId=825207,26.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-serisi-aqua-islak-kuru-ve-moplu-4000-pa-ultra-emis-gucu-230dk-pil-sureli-robot-supurge-p-781878172?boutiqueId=61&merchantId=825207,34.999 TL
,1 cm,,2 Yıl,,,2001 Watt ve Üzeri,,Yok,0-250 L,71 Dba - 80 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//baseus/heyo-rotation-countdown-manyetik-dijital-zamanlayici-calar-saat-siyah-p-758988133?boutiqueId=61&merchantId=761715,775 TL
